id,rand,name,description,external_url,background_color,back,background,clothes,ears,ears back,face,forehead,glasses,eyes,hair_color,hair,hair back,hair middle,hands,mask,mouth,special1,special2,special3,water,water back,water top
5767,0.087446165,KMCXRP#5767,,,FFFFFF,purple devil's feather,Red,light blue Sukajan,orange Zaku,orange Zaku,5,navy Zaku,light blue Zaku,brown Cat,14,brown Princess,brown Princess,brown Princess,5 Grip,None,Tongue,None,None,None,Blue,Blue,Blue
5768,0.235272252,KMCXRP#5768,,,FFFFFF,None,Yellow2,orange Uniform 7,blue green jimu,blue green jimu,1,pink Steampunk,red Zaku,orange Cat,53,orange Twin tail,orange Twin tail,orange Twin tail,1 Piece,None,UWU,None,None,None,Blue Green,Blue Green,Blue Green
5769,0.023480289,KMCXRP#5769,,,FFFFFF,None,Orange,blue Hooded sweatshirt,None,None,4,None,None,orange Boy,53,orange Princess,orange Princess,orange Princess,4 Piece,orange Gandamu,Neutral,None,None,Sun yellow,Pink,Pink,Pink
5770,0.690043619,KMCXRP#5770,,,FFFFFF,None,Light Blue,yellow Jersey,pink jimu,pink jimu,1,None,None,yellow Soft,79,yellow Braid,yellow Braid,yellow Braid,1 Ring,orange Steampunk,Sleepy,None,None,None,Green,Green,Green
5771,0.557696056,KMCXRP#5771,,,FFFFFF,None,Green,green Tank top,purple Steampunk,purple Steampunk,4,None,blue green AR Glasses,yellow Rounded,79,yellow Twin tail,yellow Twin tail,yellow Twin tail,4 Piece,None,Tongue,None,yellow Signal,None,Green,Green,Green
5772,0.499915064,KMCXRP#5772,,,FFFFFF,None,Orange,blue Jersey,None,None,5,orange Jimu,yellow Round glasses,gray Keen,27,gray Braid,gray Braid,gray Braid,5 Piece,None,Neutral,None,None,Sun blue green,Navy,Navy,Navy
5773,0.235126618,KMCXRP#5773,,,FFFFFF,pink devil's feather,Green,blue greenUniform 7,None,None,3,None,None,yellow Round,79,yellow Shaggy,yellow Shaggy,yellow Shaggy,3 Ring,None,Smile,None,None,None,Yellow,Yellow,Yellow
5774,0.086176605,KMCXRP#5774,,,FFFFFF,yellow Gun,Red,orange China,None,None,2,navy Steampunk,purple Eye pad,marron Shaped,40,marron Bob perm,marron Bob perm,marron Bob perm,2 Palm,None,Neutral,None,None,None,Purple,Purple,Purple
5775,0.240111494,KMCXRP#5775,,,FFFFFF,purple devil's feather,Red,orange Uniform 2,None,None,4,orange Gandamu,None,marron Round,40,marron Twin tail,marron Twin tail,marron Twin tail,4 Piece,None,Sleepy,None,None,Sun pink,Red,Red,Red
5776,0.297573661,KMCXRP#5776,,,FFFFFF,None,Yellow,red T-shirt,None,None,3,light blue Gandamu,None,yellow Tiyellow,79,yellow Bob,yellow Bob,yellow Bob,3 Piece,None,UWU,None,None,None,Pink,Pink,Pink
5777,0.858459903,KMCXRP#5777,,,FFFFFF,None,Orange,purple Uniform 8,None,None,1,None,None,marron Drooping,40,marron Long,marron Long,marron Long,1 Piece,Green jimu,UWU,Tattoo,green Signal,None,Purple,Purple,Purple
5778,0.800468875,KMCXRP#5778,,,FFFFFF,None,Purple,navy Kimono,blue jimu,blue jimu,4,yellow Steampunk,None,orange Serious,53,orange Bob,orange Bob,orange Bob,4 Ring,None,Sleepy,None,None,Sun red,Purple,Purple,Purple
5779,0.343044718,KMCXRP#5779,,,FFFFFF,None,Yellow,navy OL,orange jimu,orange jimu,5,blue Gandamu,None,brown Rounded,14,brown Long permanent,brown Long permanent,brown Long permanent,5 Piece,orange Gas mask3,Happy,None,None,None,Red,Red,Red
5780,0.704974836,KMCXRP#5780,,,FFFFFF,None,Blue Green,orange Uniform 9,None,None,5,orange Steampunk,None,gray Boy,27,gray Long,gray Long,gray Long,5 Piece,None,Tired,None,None,None,Light Blue,Light Blue,Light Blue
5781,0.484878668,KMCXRP#5781,,,FFFFFF,None,Orange,blue Tank top,None,None,1,None,None,gray Eyelashes,27,gray Twin tail,gray Twin tail,gray Twin tail,1 Piece,orange Steampunk,Serious,None,None,None,Yellow,Yellow,Yellow
5782,0.895057848,KMCXRP#5782,,,FFFFFF,None,Blue,pink Uniform 9,blue jimu,blue jimu,3,None,None,black Soft,1,black Twin tail,black Twin tail,black Twin tail,3 Grip,blue Normal,Tired,None,None,None,Light Blue,Light Blue,Light Blue
5783,0.611406019,KMCXRP#5783,,,FFFFFF,None,Yellow,yellow Uniform 8,yellow Karasu,yellow Karasu,3,red Jimu,None,brown Drooping,14,brown Long,brown Long,brown Long,3 Palm,None,Smile,None,None,Sun purple,Red,Red,Red
5784,0.981942081,KMCXRP#5784,,,FFFFFF,None,Green,blue Kimono,purple Headphone1,purple Headphone1,2,None,None,black Cat,1,black Princess,black Princess,black Princess,2 Palm,navy jimu,Smile,None,None,None,Navy,Navy,Navy
5785,0.523603116,KMCXRP#5785,,,FFFFFF,purple Angel Wings,Red,light blue Shirt,orange Headphone1,orange Headphone1,4,None,None,black Round,1,black Braid,black Braid,black Braid,4 Palm,light blue Steampunk,Tongue,None,None,None,Orange,Orange,Orange
5786,0.77643434,KMCXRP#5786,,,FFFFFF,pink Gun,Red,green Uniform 9,None,None,4,None,None,gray Quiet,27,gray Bob perm,gray Bob perm,gray Bob perm,4 Grip,orange Gas mask1,Candy,None,None,Sun purple,Navy,Navy,Navy
5787,0.700745125,KMCXRP#5787,,,FFFFFF,red mechanical feather,Green,yellow Uniform 4,None,None,1,None,red Steampunk,marron Keen,40,marron Princess,marron Princess,marron Princess,1 Palm,pink Steampunk,Surprised,None,None,None,Green,Green,Green
5788,0.185834541,KMCXRP#5788,,,FFFFFF,yellow Planet,Yellow2,yellow Uniform 3,None,None,5,None,orange Scouter,brown Tibrown,14,brown Princess,brown Princess,brown Princess,5 Palm,None,Smile,None,None,None,Blue,Blue,Blue
5789,0.869217853,KMCXRP#5789,,,FFFFFF,None,Pink,yellow Uniform 2,None,None,2,None,None,black Drooping,1,black Long permanent,black Long permanent,black Long permanent,2 Grip,None,Tongue,None,None,None,Green,Green,Green
5790,0.884306717,KMCXRP#5790,,,FFFFFF,pink Gun,Purple,blue greenUniform 1,red Headphone2,red Headphone2,2,None,None,orange Boy,53,orange Braid,orange Braid,orange Braid,2 Piece,None,Happy,None,None,None,Yellow,Yellow,Yellow
5791,0.188006624,KMCXRP#5791,,,FFFFFF,None,Red,light blue Jersey,None,None,4,red Zaku,None,black Keen,1,black Bob,black Bob,black Bob,4 Ring,None,Tired,None,None,Glitter,Navy,Navy,Navy
5792,0.522002387,KMCXRP#5792,,,FFFFFF,None,Orange,yellow Jersey,light blue Karasu,light blue Karasu,5,None,navy Round glasses,red Eyelashes,66,red Short,red Short,red Short,5 Index finger,blue green jimu,Smile,None,blue Signal,Sun red,Orange,Orange,Orange
5793,0.052583453,KMCXRP#5793,,,FFFFFF,None,Orange,blue Uniform 1,None,None,1,None,None,black Tiblack,1,black Twin tail,black Twin tail,black Twin tail,1 Ring,None,Surprised,None,None,None,Light Blue,Light Blue,Light Blue
5794,0.558513359,KMCXRP#5794,,,FFFFFF,light blue Flower,Red,red Uniform 8,None,None,4,None,red Zaku,marron Round,40,marron Long,marron Long,marron Long,4 Piece,yellow Karasu,Tired,None,None,None,Pink,Pink,Pink
5795,0.080561864,KMCXRP#5795,,,FFFFFF,None,Purple,yellow Hooded sweatshirt,pink Steampunk,pink Steampunk,3,None,blue green Zaku,marron Keen,40,marron Braid,marron Braid,marron Braid,3 Grip,None,Happy,None,None,Sun red,Red,Red,Red
5796,0.601675664,KMCXRP#5796,,,FFFFFF,navy Fish,Blue,red Tank top,None,None,1,purple Zaku,None,gray Drooping,27,gray Bob perm,gray Bob perm,gray Bob perm,1 Ring,None,Surprised,None,orange Hannya mask,None,Pink,Pink,Pink
5797,0.702051786,KMCXRP#5797,,,FFFFFF,None,Orange,blue Hooded sweatshirt,pink jimu,pink jimu,1,blue Steampunk,None,marron Cat,40,marron Dango,marron Dango,marron Dango,1 Piece,None,Tongue,None,None,None,Orange,Orange,Orange
5798,0.865263743,KMCXRP#5798,,,FFFFFF,blue green Octopus,Yellow2,blue Uniform 1,None,None,3,purple Jimu,blue Karasu,orange Cat,53,orange Dango,orange Dango,orange Dango,3 Palm,None,Sleepy,None,None,None,Green,Green,Green
5799,0.936097167,KMCXRP#5799,,,FFFFFF,None,Pink,blue greenUniform 2,yellow Steampunk,yellow Steampunk,5,None,None,gray Soft,27,gray Shaggy,gray Shaggy,gray Shaggy,5 Index finger,light blue Gandamu,Neutral,None,None,None,Blue Green,Blue Green,Blue Green
5800,0.631242818,KMCXRP#5800,,,FFFFFF,None,Light Blue,light blue Uniform 7,None,None,4,red Gandamu,orange AR Glasses,marron Cat,40,marron Long permanent,marron Long permanent,marron Long permanent,4 Ring,None,UWU,None,None,None,Blue,Blue,Blue
5801,0.158521344,KMCXRP#5801,,,FFFFFF,None,Orange,light blue Kimono,None,None,2,yellow Zaku,None,yellow Round,79,yellow Long permanent,yellow Long permanent,yellow Long permanent,2 Index finger,light blue jimu,Neutral,None,None,None,Light Blue,Light Blue,Light Blue
5802,0.407152558,KMCXRP#5802,,,FFFFFF,navy Planet,Yellow2,yellow Uniform 8,blue green Zaku,blue green Zaku,4,None,navy Gandamu,yellow Tiyellow,79,yellow Long,yellow Long,yellow Long,4 Grip,None,Neutral,None,None,None,Navy,Navy,Navy
5803,0.738163866,KMCXRP#5803,,,FFFFFF,pink Octopus,Pink,purple Overall,blue Headphone1,blue Headphone1,5,None,None,yellow Keen,79,yellow Long permanent,yellow Long permanent,yellow Long permanent,5 Grip,None,Tongue,None,None,None,Light Blue,Light Blue,Light Blue
5804,0.4406646,KMCXRP#5804,,,FFFFFF,green Octopus,Red,red Kimono,yellow Steampunk,yellow Steampunk,1,None,None,yellow Quiet,79,yellow Bob perm,yellow Bob perm,yellow Bob perm,1 Palm,None,Surprised,None,None,None,Blue Green,Blue Green,Blue Green
5805,0.385720643,KMCXRP#5805,,,FFFFFF,red Angel Wings,Yellow,blue Uniform 2,None,None,5,None,None,orange Keen,53,orange Princess,orange Princess,orange Princess,5 Palm,None,Candy,None,None,None,Orange,Orange,Orange
5806,0.915806059,KMCXRP#5806,,,FFFFFF,red Fish,Yellow2,light blue Uniform 6,None,None,2,None,None,black Keen,1,black Bob,black Bob,black Bob,2 Piece,None,Candy,None,None,None,Red,Red,Red
5807,0.485672755,KMCXRP#5807,,,FFFFFF,None,Yellow2,red Shirt,orange Headphone2,orange Headphone2,4,None,None,black Shaped,1,black Bob perm,black Bob perm,black Bob perm,4 Grip,None,Neutral,None,None,None,Yellow,Yellow,Yellow
5808,0.173807402,KMCXRP#5808,,,FFFFFF,None,Yellow,blue China,None,None,5,None,pink Eye pad,gray Serious,27,gray Long,gray Long,gray Long,5 Palm,None,UWU,None,None,None,Yellow,Yellow,Yellow
5809,0.89620901,KMCXRP#5809,,,FFFFFF,None,Green,purple Uniform 3,None,None,2,None,None,brown Shaped,14,brown Braid,brown Braid,brown Braid,2 Ring,pink Gas mask2,Tired,None,None,None,Blue,Blue,Blue
5810,0.731682666,KMCXRP#5810,,,FFFFFF,navy Controller,Red,pink Uniform 2,orange Karasu,orange Karasu,2,red Steampunk,None,yellow Eyelashes,79,yellow Short,yellow Short,yellow Short,2 Grip,None,Serious,None,None,None,Blue,Blue,Blue
5811,0.049342071,KMCXRP#5811,,,FFFFFF,None,Light Blue,blue Uniform 3,red Zaku,red Zaku,4,None,None,orange Keen,53,orange Long permanent,orange Long permanent,orange Long permanent,4 Palm,None,Candy,None,None,None,Purple,Purple,Purple
5812,0.409769814,KMCXRP#5812,,,FFFFFF,None,Purple,red Overall,light blue Karasu,light blue Karasu,3,purple Zaku,None,brown Quiet,14,brown Short,brown Short,brown Short,3 Grip,None,Happy,None,None,None,Light Blue,Light Blue,Light Blue
5813,0.273936054,KMCXRP#5813,,,FFFFFF,None,Light Blue,blue Tank top,navy Steampunk,navy Steampunk,2,None,Green Round glasses,marron Keen,40,marron Twin tail,marron Twin tail,marron Twin tail,2 Index finger,None,Candy,None,None,None,Navy,Navy,Navy
5814,0.112465093,KMCXRP#5814,,,FFFFFF,None,Green,light blue Uniform 2,purple Gandamu,purple Gandamu,4,navy Zaku,blue Cyber,red Shaped,66,red Short,red Short,red Short,4 Index finger,Green Steampunk,Serious,None,None,None,Green,Green,Green
5815,0.22408461,KMCXRP#5815,,,FFFFFF,None,Pink,blue greenOL,None,None,4,None,orange Cyber,black Round,1,black Long,black Long,black Long,4 Index finger,None,Candy,None,None,None,Blue Green,Blue Green,Blue Green
5816,0.461814576,KMCXRP#5816,,,FFFFFF,None,Purple,pink Tank top,pink Headphone2,pink Headphone2,1,None,None,yellow Rounded,79,yellow Long permanent,yellow Long permanent,yellow Long permanent,1 Index finger,None,Candy,None,None,None,Orange,Orange,Orange
5817,0.015802346,KMCXRP#5817,,,FFFFFF,None,Orange,orange Kimono,None,None,4,None,None,yellow Serious,79,yellow Twin tail,yellow Twin tail,yellow Twin tail,4 Ring,yellow Gas mask2,Serious,None,None,None,Purple,Purple,Purple
5818,0.679644582,KMCXRP#5818,,,FFFFFF,red mechanical feather,Purple,blue greenUniform 3,blue green Steampunk,blue green Steampunk,1,green Steampunk,None,marron Eyelashes,40,marron Twin tail,marron Twin tail,marron Twin tail,1 Index finger,None,Tired,None,None,None,Red,Red,Red
5819,0.063545827,KMCXRP#5819,,,FFFFFF,None,Red,green OL,navy Gandamu,navy Gandamu,1,None,None,marron Round,40,marron Braid,marron Braid,marron Braid,1 Grip,None,Neutral,None,blue Kitsune masuk,None,Green,Green,Green
5820,0.609308117,KMCXRP#5820,,,FFFFFF,None,Purple,yellow Uniform 1,green jimu,green jimu,3,green Steampunk,None,orange Quiet,53,orange Bob,orange Bob,orange Bob,3 Grip,None,Tongue,None,None,None,Pink,Pink,Pink
5821,0.837515373,KMCXRP#5821,,,FFFFFF,None,Light Blue,blue Uniform 6,light blue Zaku,light blue Zaku,1,None,None,orange Tiorange,53,orange Long permanent,orange Long permanent,orange Long permanent,1 Piece,None,Candy,None,light blue Hannya mask,None,Blue,Blue,Blue
5822,0.212312221,KMCXRP#5822,,,FFFFFF,None,Orange,navy OL,navy Headphone2,navy Headphone2,2,green Zaku,blue Scouter,brown Tibrown,14,brown Princess,brown Princess,brown Princess,2 Grip,light blue Gas mask2,Happy,None,None,None,Blue,Blue,Blue
5823,0.52148214,KMCXRP#5823,,,FFFFFF,None,Purple,red Uniform 8,None,None,3,navy Gandamu,None,gray Drooping,27,gray Short,gray Short,gray Short,3 Palm,orange Normal,Surprised,None,None,None,Green,Green,Green
5824,0.058107664,KMCXRP#5824,,,FFFFFF,None,Red,red Uniform 6,None,None,5,None,None,brown Quiet,14,brown Long,brown Long,brown Long,5 Piece,purple Gandamu,Happy,None,None,None,Red,Red,Red
5825,0.293136704,KMCXRP#5825,,,FFFFFF,None,Pink,purple T-shirt,pink jimu,pink jimu,1,None,None,brown Drooping,14,brown Dango,brown Dango,brown Dango,1 Piece,None,Smile,None,None,None,Orange,Orange,Orange
5826,0.427836337,KMCXRP#5826,,,FFFFFF,None,Orange,blue greenUniform 2,None,None,5,None,red Round glasses,yellow Eyelashes,79,yellow Long,yellow Long,yellow Long,5 Ring,navy Zaku,Neutral,None,None,None,Orange,Orange,Orange
5827,0.144394332,KMCXRP#5827,,,FFFFFF,None,Light Blue,blue Uniform 6,None,None,1,None,None,red Tired,66,red Princess,red Princess,red Princess,1 Grip,pink Normal,Neutral,Tear,None,None,Yellow,Yellow,Yellow
5828,0.496126226,KMCXRP#5828,,,FFFFFF,None,Purple,orange Uniform 3,None,None,3,purple Zaku,pink Cyber,gray Shaped,27,gray Princess,gray Princess,gray Princess,3 Ring,None,Happy,None,None,None,Blue Green,Blue Green,Blue Green
5829,0.543067661,KMCXRP#5829,,,FFFFFF,light blue Controller,Orange,red Kimono,purple Steampunk,purple Steampunk,4,red Gandamu,None,gray Wink,27,gray Long,gray Long,gray Long,4 Grip,blue jimu,Happy,None,None,None,Blue Green,Blue Green,Blue Green
5830,0.351018854,KMCXRP#5830,,,FFFFFF,None,Pink,blue China,None,None,1,green Gandamu,None,black Cat,1,black Dango,black Dango,black Dango,1 Index finger,navy Gandamu,Tired,None,None,Sun blue green,Yellow,Yellow,Yellow
5831,0.06080799,KMCXRP#5831,,,FFFFFF,light blue Flower,Light Blue,green Uniform 4,None,None,2,None,None,brown Soft,14,brown Shaggy,brown Shaggy,brown Shaggy,2 Grip,None,Neutral,None,None,None,Blue,Blue,Blue
5832,0.213343912,KMCXRP#5832,,,FFFFFF,None,Blue,blue Uniform 1,None,None,5,pink Jimu,pink AR Glasses,brown Cat,14,brown Dango,brown Dango,brown Dango,5 Piece,red jimu,Serious,None,red Kitsune masuk,None,Navy,Navy,Navy
5833,0.371822135,KMCXRP#5833,,,FFFFFF,None,Yellow,blue greenShirt,blue green Headphone1,blue green Headphone1,2,None,None,brown Round,14,brown Bob perm,brown Bob perm,brown Bob perm,2 Palm,None,Candy,None,None,None,Pink,Pink,Pink
5834,0.366487762,KMCXRP#5834,,,FFFFFF,None,Red,navy T-shirt,None,None,5,None,None,brown Keen,14,brown Bob,brown Bob,brown Bob,5 Piece,light blue Gandamu,Happy,None,None,None,Navy,Navy,Navy
5835,0.794819564,KMCXRP#5835,,,FFFFFF,None,Blue,navy Uniform 6,None,None,4,blue Zaku,navy Round glasses,gray Drooping,27,gray Bob,gray Bob,gray Bob,4 Ring,navy Zaku,UWU,None,None,None,Orange,Orange,Orange
5836,0.889323643,KMCXRP#5836,,,FFFFFF,None,Red,pink China,None,None,4,None,yellow Cyber,red Quiet,66,red Short,red Short,red Short,4 Ring,light blue Zaku,Happy,None,None,None,Blue,Blue,Blue
5837,0.10478749,KMCXRP#5837,,,FFFFFF,None,Pink,blue Uniform 2,None,None,2,None,orange jimu,gray Serious,27,gray Short,gray Short,gray Short,2 Palm,None,Surprised,Tattoo,None,Sun green,Red,Red,Red
5838,0.073497001,KMCXRP#5838,,,FFFFFF,None,Red,blue greenTank top,red Karasu,red Karasu,5,None,None,black Round,1,black Bob perm,black Bob perm,black Bob perm,5 Grip,None,Tongue,None,None,None,Pink,Pink,Pink
5839,0.495002721,KMCXRP#5839,,,FFFFFF,None,Yellow2,green Tank top,navy Headphone1,navy Headphone1,2,None,None,red Soft,66,red Princess,red Princess,red Princess,2 Piece,None,Sleepy,None,None,None,Yellow,Yellow,Yellow
5840,0.316328024,KMCXRP#5840,,,FFFFFF,None,Blue,blue greenUniform 5,None,None,3,purple Zaku,None,black Drooping,1,black Braid,black Braid,black Braid,3 Index finger,Green jimu,Surprised,None,None,None,Red,Red,Red
5841,0.902274842,KMCXRP#5841,,,FFFFFF,green devil's feather,Blue Green,navy Overall,None,None,1,red Zaku,None,gray Round,27,gray Princess,gray Princess,gray Princess,1 Ring,yellow jimu,Tongue,None,orange Nou mask,None,Purple,Purple,Purple
5842,0.617968607,KMCXRP#5842,,,FFFFFF,red Gun,Purple,blue greenSukajan,None,None,2,None,None,yellow Cat,79,yellow Dango,yellow Dango,yellow Dango,2 Piece,None,Candy,None,None,None,Red,Red,Red
5843,0.01449675,KMCXRP#5843,,,FFFFFF,None,Blue,light blue Uniform 6,purple jimu,purple jimu,4,blue green Jimu,None,orange Quiet,53,orange Twin tail,orange Twin tail,orange Twin tail,4 Index finger,yellow Steampunk,Surprised,None,yellow Kitsune masuk,None,Pink,Pink,Pink
5844,0.522423488,KMCXRP#5844,,,FFFFFF,None,Orange,navy Uniform 9,None,None,5,None,None,brown Eyelashes,14,brown Bob,brown Bob,brown Bob,5 Piece,None,Candy,None,None,None,Light Blue,Light Blue,Light Blue
5845,0.019513038,KMCXRP#5845,,,FFFFFF,None,Red,pink Uniform 4,yellow Karasu,yellow Karasu,1,blue green Steampunk,yellow Eye pad,yellow Shaped,79,yellow Bob,yellow Bob,yellow Bob,1 Palm,None,UWU,None,None,None,Blue Green,Blue Green,Blue Green
5846,0.263526741,KMCXRP#5846,,,FFFFFF,None,Green,pink Uniform 7,None,None,4,None,None,yellow Eyelashes,79,yellow Short,yellow Short,yellow Short,4 Ring,None,Serious,None,None,None,Red,Red,Red
5847,0.904075116,KMCXRP#5847,,,FFFFFF,None,Blue Green,red China,None,None,2,pink Steampunk,None,marron Shaped,40,marron Princess,marron Princess,marron Princess,2 Grip,None,Serious,None,blue Signal,None,Pink,Pink,Pink
5848,0.986496681,KMCXRP#5848,,,FFFFFF,yellow Fish,Blue Green,green Uniform 10,None,None,5,None,None,yellow Drooping,79,yellow Long permanent,yellow Long permanent,yellow Long permanent,5 Palm,None,Smile,Tear,None,None,Green,Green,Green
5849,0.012840862,KMCXRP#5849,,,FFFFFF,None,Yellow2,red Uniform 6,light blue Karasu,light blue Karasu,3,None,Green Karasu,red Quiet,66,red Bob,red Bob,red Bob,3 Grip,purple jimu,Sleepy,Tattoo,None,None,Light Blue,Light Blue,Light Blue
5850,0.581436747,KMCXRP#5850,,,FFFFFF,None,Orange,blue Uniform 10,yellow Headphone1,yellow Headphone1,5,green Jimu,None,orange Keen,53,orange Braid,orange Braid,orange Braid,5 Ring,None,Serious,None,None,None,Purple,Purple,Purple
5851,0.787218597,KMCXRP#5851,,,FFFFFF,None,Yellow2,blue greenHooded sweatshirt,None,None,1,purple Jimu,red Scouter,brown Drooping,14,brown Princess,brown Princess,brown Princess,1 Grip,None,Smile,None,None,None,Blue Green,Blue Green,Blue Green
5852,0.89589725,KMCXRP#5852,,,FFFFFF,None,Pink,blue greenHooded sweatshirt,blue Steampunk,blue Steampunk,1,yellow Gandamu,pink Cyber,brown Drooping,14,brown Princess,brown Princess,brown Princess,1 Palm,yellow Gas mask1,Tired,None,None,None,Blue,Blue,Blue
5853,0.545204486,KMCXRP#5853,,,FFFFFF,yellow Controller,Pink,navy Tank top,None,None,1,green Zaku,Green Cyber,orange Rounded,53,orange Princess,orange Princess,orange Princess,1 Index finger,None,Sleepy,None,None,None,Blue Green,Blue Green,Blue Green
5854,0.788776627,KMCXRP#5854,,,FFFFFF,None,Green,red Kimono,None,None,3,orange Gandamu,None,red Rounded,66,red Long,red Long,red Long,3 Index finger,None,Neutral,None,None,None,Purple,Purple,Purple
5855,0.774694546,KMCXRP#5855,,,FFFFFF,None,Orange,blue greenOverall,pink Gandamu,pink Gandamu,5,None,pink Cyber,red Drooping,66,red Long,red Long,red Long,5 Index finger,None,Happy,None,None,None,Yellow,Yellow,Yellow
5856,0.687460133,KMCXRP#5856,,,FFFFFF,None,Purple,blue Overall,None,None,2,blue Zaku,None,yellow Serious,79,yellow Twin tail,yellow Twin tail,yellow Twin tail,2 Index finger,None,Candy,None,None,None,Pink,Pink,Pink
5857,0.398168337,KMCXRP#5857,,,FFFFFF,pink Angel Wings,Light Blue,navy Jersey,None,None,2,blue green Gandamu,None,brown Eyelashes,14,brown Bob,brown Bob,brown Bob,2 Palm,None,Serious,None,None,None,Green,Green,Green
5858,0.444832553,KMCXRP#5858,,,FFFFFF,orange devil's feather,Orange,yellow Shirt,navy Steampunk,navy Steampunk,1,None,None,red Eyelashes,66,red Short,red Short,red Short,1 Grip,navy Zaku,Serious,None,None,None,Orange,Orange,Orange
5859,0.545869731,KMCXRP#5859,,,FFFFFF,yellow devil's feather,Pink,blue Tank top,None,None,1,None,None,gray Round,27,gray Long permanent,gray Long permanent,gray Long permanent,1 Palm,None,Serious,None,None,None,Red,Red,Red
5860,0.433949757,KMCXRP#5860,,,FFFFFF,blue green Controller,Yellow2,yellow China,light blue Steampunk,light blue Steampunk,4,None,light blue Cyber,orange Rounded,53,orange Dango,orange Dango,orange Dango,4 Piece,orange Gas mask2,UWU,None,None,None,Yellow,Yellow,Yellow
5861,0.532999101,KMCXRP#5861,,,FFFFFF,None,Light Blue,blue OL,orange jimu,orange jimu,4,purple Zaku,None,black Serious,1,black Long permanent,black Long permanent,black Long permanent,4 Index finger,None,Candy,None,None,None,Green,Green,Green
5862,0.927623588,KMCXRP#5862,,,FFFFFF,red Flower,Purple,light blue China,None,None,1,None,pink Steampunk,gray Serious,27,gray Shaggy,gray Shaggy,gray Shaggy,1 Ring,navy Gas mask3,Sleepy,None,red Kitsune masuk,None,Pink,Pink,Pink
5863,0.474961472,KMCXRP#5863,,,FFFFFF,red Fish,Yellow2,orange Uniform 2,purple Karasu,purple Karasu,2,None,None,red Cat,66,red Long permanent,red Long permanent,red Long permanent,2 Piece,None,Candy,None,None,None,Purple,Purple,Purple
5864,0.990507181,KMCXRP#5864,,,FFFFFF,None,Purple,yellow Shirt,None,None,5,orange Zaku,orange Gandamu,black Tiblack,1,black Bob perm,black Bob perm,black Bob perm,5 Index finger,None,Happy,None,None,None,Blue,Blue,Blue
5865,0.559984466,KMCXRP#5865,,,FFFFFF,None,Orange,yellow Uniform 10,yellow Zaku,yellow Zaku,5,None,None,marron Timarron,40,marron Shaggy,marron Shaggy,marron Shaggy,5 Index finger,None,Candy,Tear,None,None,Pink,Pink,Pink
5866,0.855625716,KMCXRP#5866,,,FFFFFF,None,Green,purple Uniform 10,None,None,1,blue green Steampunk,None,red Drooping,66,red Long,red Long,red Long,1 Ring,None,Neutral,None,None,None,Green,Green,Green
5867,0.7126575,KMCXRP#5867,,,FFFFFF,red mechanical feather,Purple,purple Uniform 1,None,None,5,green Gandamu,purple Karasu,brown Eyelashes,14,brown Princess,brown Princess,brown Princess,5 Piece,pink Karasu,Tongue,None,None,None,Light Blue,Light Blue,Light Blue
5868,0.199470783,KMCXRP#5868,,,FFFFFF,None,Light Blue,light blue Overall,None,None,3,green Jimu,Green Karasu,orange Eyelashes,53,orange Twin tail,orange Twin tail,orange Twin tail,3 Palm,blue Normal,Serious,None,blue green Nou mask,None,Yellow,Yellow,Yellow
5869,0.772999251,KMCXRP#5869,,,FFFFFF,blue green Gun,Green,yellow Shirt,yellow jimu,yellow jimu,2,None,Green Zaku,yellow Soft,79,yellow Short,yellow Short,yellow Short,2 Grip,None,Neutral,None,None,Sun green,Blue Green,Blue Green,Blue Green
5870,0.894178212,KMCXRP#5870,,,FFFFFF,None,Yellow,blue greenChina,None,None,4,None,None,orange Tiorange,53,orange Bob perm,orange Bob perm,orange Bob perm,4 Palm,None,Smile,None,None,None,Red,Red,Red
5871,0.447012542,KMCXRP#5871,,,FFFFFF,None,Orange,blue Uniform 7,None,None,3,None,None,brown Boy,14,brown Bob,brown Bob,brown Bob,3 Ring,None,Tongue,None,None,None,Green,Green,Green
5872,0.866979768,KMCXRP#5872,,,FFFFFF,blue Octopus,Blue Green,pink Uniform 3,navy Steampunk,navy Steampunk,4,None,pink Steampunk,gray Wink,27,gray Long permanent,gray Long permanent,gray Long permanent,4 Index finger,pink Steampunk,UWU,None,None,Sun purple,Navy,Navy,Navy
5873,0.98543363,KMCXRP#5873,,,FFFFFF,None,Light Blue,pink Tank top,blue Headphone1,blue Headphone1,2,red Zaku,None,orange Wink,53,orange Short,orange Short,orange Short,2 Index finger,None,UWU,None,None,None,Yellow,Yellow,Yellow
5874,0.191720685,KMCXRP#5874,,,FFFFFF,None,Light Blue,pink Uniform 2,None,None,4,green Zaku,purple Gandamu,brown Keen,14,brown Princess,brown Princess,brown Princess,4 Palm,None,UWU,None,None,None,Blue,Blue,Blue
5875,0.662255239,KMCXRP#5875,,,FFFFFF,None,Yellow2,light blue Uniform 10,navy Karasu,navy Karasu,1,yellow Gandamu,None,orange Soft,53,orange Twin tail,orange Twin tail,orange Twin tail,1 Palm,None,Surprised,None,None,None,Orange,Orange,Orange
5876,0.671059174,KMCXRP#5876,,,FFFFFF,None,Light Blue,light blue China,None,None,4,green Steampunk,Green Cyber,gray Soft,27,gray Princess,gray Princess,gray Princess,4 Ring,purple Gas mask1,Candy,None,light blue Signal,None,Purple,Purple,Purple
